1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.033 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.032 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.031 -0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.031 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.002 -0.030 -0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.002 -0.030 -0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.002 -0.030 -0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.002 -0.030 -0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.002 -0.030 -0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.000
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.001 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
0.000 -0.030 0.001
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.029 0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.029 0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.029 0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.000 -0.029 0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.002
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.001 -0.029 0.003
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.004
1 2 3

1 2 3
1 2 3
1 2 3
-0.002 -0.029 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.029 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.029 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.028 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.029 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.029 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.029 0.005
1 2 3

1 2 3
1 2 3
1 2 3
-0.003 -0.029 0.006
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.006
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.006
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.006
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.006
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.006
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.007
1 2 3

1 2 3
1 2 3
1 2 3
-0.004 -0.029 0.007
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.029 0.007
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.029 0.007
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.029 0.007
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.029 0.007
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.029 0.008
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.029 0.008
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.029 0.008
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.029 0.008
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.029 0.008
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.029 0.009
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.029 0.009
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.029 0.009
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.029 0.009
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.029 0.010
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.028 0.010
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.010
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.010
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.010
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.010
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.028 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.011
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.027 0.012
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.013
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.026 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.014
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.015
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.016
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.005 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.023 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.017
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.006 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.018
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.007 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.024 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.019
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.008 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.020
1 2 3

1 2 3
1 2 3
1 2 3
-0.009 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.010 -0.025 0.021
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.025 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.025 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.025 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.011 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.022
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.012 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.013 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 -0.026 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 -0.025 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 -0.025 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.014 -0.025 0.023
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.024
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.015 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.025
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.016 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.017 -0.025 0.026
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.018 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.019 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.025 0.027
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.020 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.021 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.028
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.029
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.029
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.029
1 2 3

1 2 3
1 2 3
1 2 3
-0.022 -0.025 0.029
1 2 3

1 2 3
1 2 3
1 2 3
-0.023 -0.025 0.029
1 2 3

1 2 3
1 2 3
1 2 3
